feature,correlation,importance
hour_of_day,0.33932882847955786,0.38922832420532705
hour_cos,-0.3836665122764719,0.1647106079114608
hour_sin,-0.5510940685385287,0.07167667384787514
prev_op_hour,-0.10744231868035581,0.04068463113385471
water_rain_ratio,0.08593503497962603,0.030107119830223163
ops_week_total_duration,-0.08582763074318746,0.028561754550463413
flow_rain_ratio,0.06348282606245878,0.028486392203460477
future_tide_slope,0.09262485495398834,0.025225759919693544
tide_24h_slope,-0.11131991464526762,0.018227281849956204
day_of_year,0.04936591186506634,0.01808324160402801
ops_week_avg_gates,-0.03013087589160492,0.01567047587002873
day_of_week,0.003982664587425899,0.014726296760669505
prev_gate_count,-0.07066685434363715,0.012612564066905353
ops_week_count,-0.07382468626019716,0.011830772839578363
prev_duration,-0.03257409751997334,0.007786408462628114
tide_12h_slope,-0.1687020751773326,0.0075752333422497535
tide_24h_phase,-0.12657646187622715,0.007297261547906465
month,0.04541002502189632,0.006927640824888019
tide_24h_range,0.027011585366149372,0.0052573094841019885
is_rush_hour,-0.1612966883619461,0.005218791934035647
future_tide_r_squared,0.037626724579702765,0.00471799465205695
tide_24h_rise_rate,0.07021216430432148,0.004271400607555474
tide_24h_max,0.029922410610002996,0.0040650824918443155
water_status_slope,0.05211777451065635,0.004013180119568302
tide_24h_fall_rate,0.08734387672252986,0.003926877236376618
tide_12h_phase,-0.1438563181702064,0.0038419083573590623
tide_12h_range,0.010763660872052796,0.003765735497673426
water_status_min,0.03512200283624526,0.0034648233383578197
future_tide_min,-0.07462958804327073,0.0033954492817706936
future_tide_mean,0.035249623720025665,0.0030550483972209734
tide_12h_max,0.01095441507177586,0.0030017585910874977
flow_skew,0.02263243972703472,0.0024533626496368167
future_tide_rise_rate,-0.08432325122865707,0.0023550893445623976
future_tide_range,0.07859237684428652,0.0022680998745470034
future_tide_max,0.05807840929100636,0.002233249111146064
tide_24h_r_squared,0.07790081828508218,0.002181082597894298
rain_actual_新昌_sum,-0.12021954873145153,0.0020733698976961837
is_weekend,0.0037244767928276837,0.0020407690210836526
future_tide_phase,-0.10889954345962748,0.0020269054148758254
tide_12h_min,-0.0089355485639086,0.001925369776389828
tide_24h_min,-0.015471062691477097,0.0019236856417301535
rain_actual_新昌_max,-0.06051530136952431,0.001785216498750193
tide_12h_mean,-0.01223970072809423,0.0016269167636124094
tide_12h_r_squared,-0.005124601471032213,0.001581844264426881
water_status_mean,0.007557689873478058,0.0015592229019413888
flow_mean,0.0031595888242066106,0.0014380015004183833
tide_24h_mean,0.02637349964398593,0.001431890015395709
rain_actual_嵊州_max,-0.05262400935285398,0.0012857085057288637
water_status_max,0.004511392026863655,0.0012593584424336016
rain_actual_虞北平原_max,-0.035618774182456285,0.0012312503276574638
future_tide_fall_rate,-0.018469358748339087,0.0011354040578611276
rain_actual_绍兴平原_mean,-0.12786929096049135,0.0011350299167504215
water_status_range,0.0017882363405176977,0.0011169478742193164
rain_actual_绍兴平原_sum,-0.15252468492956736,0.0009161668563073907
rain_actual_虞南山区_max,-0.05886920906929636,0.0008796434921782584
tide_24h_cycle_count,0.031631371697538505,0.0008454256619146842
flow_var,-0.06580584301688958,0.0008438714176591249
rain_actual_虞北平原_sum,-0.13993698013923983,0.0007887719526760166
flow_range,-0.04916343730968669,0.0006557080929433716
rain_actual_total,-0.14692085353732473,0.0006284081831446676
rain_actual_虞北平原_mean,-0.11635462513523197,0.0006252782595641586
rain_actual_嵊州_mean,-0.12546805274252498,0.00046738881130917225
rain_actual_绍兴平原_max,-0.03187540841812594,0.0004660457255208425
flow_max,-0.02429183269004685,0.00044109143685629106
rain_forecast_绍兴平原_sum,-0.00151965662357916,0.0004272370537641987
rain_actual_虞南山区_mean,-0.1237957198910941,0.00039987430677367047
rain_actual_嵊州_sum,-0.1330736266878715,0.00031992836900701237
rain_actual_avg,-0.1469208535373249,0.00029570558493622413
tide_12h_rise_rate,0.0007083845183604657,0.00019637333346634155
future_water_missing,0.09522757630737355,0.00018599571420665383
flow_missing,0.00022296278193063008,0.00015188654092420704
water_status_missing,-0.004682833259284114,0.00013940058965488926
flow_min,0.04247345368823763,0.00013267020928038685
rain_missing,-0.016479367710555665,0.00011847114936139785
tide_12h_fall_rate,0.06483295387395599,0.00011165017231957438
rain_actual_新昌_mean,-0.11269503097698949,0.00010856935216756174
rain_actual_虞南山区_sum,-0.1386539771495351,8.681659340287912e-05
water_missing,-0.005433512959809841,4.450336446226632e-05
tide_12h_cycle_count,0.019192781473308194,3.898121370864324e-05
rain_change_rate,-0.023882508883486243,2.9724040436127966e-05
rain_forecast_虞南山区_max,-0.01521940791829722,2.702011878244309e-05
rain_forecast_绍兴平原_mean,-0.002913192683002875,1.9018119445177815e-05
rain_forecast_total,-0.009623141555834684,1.5946785207009384e-05
rain_forecast_虞北平原_max,0.0012210369248052313,1.3512623507146526e-05
rain_forecast_嵊州_max,-0.012556423100203246,1.3401854042101853e-05
rain_forecast_虞南山区_mean,-0.004066275760241002,1.2777127430871236e-05
rain_forecast_嵊州_mean,-0.011592013431574979,1.0894568887471892e-05
rain_forecast_嵊州_sum,-0.008806903808156812,1.0279485053934028e-05
future_tide_cycle_count,-0.07213028186898793,9.92425327450406e-06
rain_forecast_新昌_sum,-0.024326103053934848,9.174161186785687e-06
rain_forecast_虞北平原_sum,0.004993994300232838,7.1114355189552e-06
rain_forecast_虞北平原_mean,0.0008481054534139136,7.025198632540022e-06
rain_forecast_绍兴平原_max,-0.006261991783186601,6.627304655331453e-06
rain_forecast_虞南山区_sum,-0.003428070646935175,4.905114614282356e-06
rain_forecast_新昌_mean,-0.021273232419367957,2.759515158999833e-06
rain_forecast_avg,-0.009623141555834682,1.6753263362176334e-06
rain_forecast_新昌_max,-0.010072750927382513,7.84371356722425e-07
