feature,correlation,importance
ops_week_total_duration,0.47304650881436916,0.1470097673544081
prev_gate_count,0.4791045583102601,0.13022045728806134
water_status_min,-0.33095993874598595,0.09107156079219862
ops_week_avg_gates,0.3500627023122014,0.05655708500879549
day_of_year,-0.051009465979422304,0.056055759909915744
prev_op_hour,-0.10962316007482363,0.0507360245752895
prev_duration,0.20144922575217875,0.04895756059318004
ops_week_count,0.4135031190083268,0.02735781188892613
day_of_week,-0.017999687941431884,0.026619038995046123
flow_rain_ratio,-0.11430702553752498,0.02556614391144236
hour_cos,0.18223264853706608,0.0215427962569191
hour_sin,-0.020548932141358882,0.02041346954987514
future_tide_tide_r_squared,-0.31827848829338623,0.019519527614018352
hour_of_day,0.05904330407013707,0.014505118293985219
rain_actual_嵊州_mean,0.23258114999545362,0.013211887129157393
tide_12h_tide_slope,-0.02936164461871676,0.011508380513673856
month,-0.052051951408811366,0.011451774519116434
rain_actual_新昌_mean,0.21345009338840584,0.010823561027648405
flow_skew,-0.12111277487521507,0.009091301273946058
tide_24h_tide_fall_rate,-0.3387164615322164,0.00892171024073071
rain_actual_虞北平原_sum,0.24383169119576295,0.007834545682567024
future_tide_tide_slope,-0.12972896128246628,0.00770102909292523
rain_actual_虞北平原_mean,0.2175972450810214,0.007037518506905074
flow_max,0.14789195233014565,0.006655077249814778
rain_actual_嵊州_sum,0.2475804935886472,0.006447512005041758
water_status_slope,-0.08678712262287072,0.006358593541691528
water_status_max,-0.2306083898582824,0.006348035636712367
rain_actual_avg,0.2579800531103979,0.006198335871881112
water_status_mean,-0.23926295020346228,0.006012044645658596
flow_range,0.12475379653353566,0.005859402022483674
tide_24h_tide_rise_rate,-0.33476899930942516,0.005703818595980047
rain_actual_total,0.2579800531103975,0.005682857527180114
flow_min,0.14271241175420277,0.005675954534553598
tide_12h_tide_mean,-0.12958824099869726,0.005634767230600465
rain_actual_绍兴平原_mean,0.2059204921593996,0.005252029828560126
water_status_range,-0.22024111186517115,0.0050695657654646386
rain_actual_绍兴平原_sum,0.23690815310297852,0.004612554343454607
tide_24h_tide_mean,-0.14526155610864655,0.004595111077322894
future_tide_tide_min,0.0985009585894,0.004294369817851836
flow_var,0.15542310586620603,0.004059028229220729
rain_actual_虞北平原_max,0.05984958632929028,0.0038354484457408813
tide_12h_tide_r_squared,-0.13980191344747808,0.0038018763239937984
tide_24h_tide_slope,-0.022215141303801658,0.003691546486438762
is_weekend,-0.022695331221206375,0.003660117052302205
rain_actual_新昌_sum,0.22656700281295888,0.003552774329793661
future_tide_tide_mean,-0.17746864889220884,0.0035223544974800447
flow_mean,0.15531273653938574,0.0034680859432753073
tide_12h_tide_max,-0.18834715178969197,0.003426479759075616
tide_24h_tide_r_squared,-0.1108553619140372,0.0034151622605989107
rain_actual_虞南山区_mean,0.22399561384138733,0.003393515247388615
rain_actual_虞南山区_sum,0.24436472366704445,0.003286212260841827
tide_24h_tide_max,-0.19879742978552922,0.00287072664477993
tide_12h_tide_min,0.24570742906210283,0.0028674481668796103
future_tide_tide_range,-0.23031686086486122,0.002654330492279822
tide_24h_tide_range,-0.2159648409306047,0.002616891684079472
rain_actual_绍兴平原_max,0.04168887830788595,0.002504877396101543
future_tide_tide_phase,-0.16507089017642995,0.002329413497192436
future_tide_tide_max,-0.21031260324378415,0.0022595144736458762
tide_12h_tide_range,-0.20779929428575872,0.0022303710199599244
tide_24h_tide_cycle_count,-0.34747612618419665,0.002178128055548153
tide_24h_tide_min,0.2569517914848957,0.001852231886149606
tide_12h_tide_phase,-0.17207718237325786,0.0017646675767750617
tide_12h_tide_rise_rate,-0.2164588211993574,0.001705031808853782
is_rush_hour,-0.02529709796457863,0.0015739771931964817
rain_actual_虞南山区_max,0.04896236456763118,0.0015560492443998542
rain_actual_新昌_max,0.07030504758771916,0.0014846143187346352
rain_actual_嵊州_max,0.060665184222400824,0.001320730397838782
tide_12h_tide_fall_rate,-0.08895722167335163,0.0013038700556761906
future_water_missing,-0.060645112771299234,0.0012346158624243894
tide_24h_tide_phase,-0.1734653967788463,0.0011971291770629389
rain_change_rate,-0.03460747739504194,0.0006537564463511245
rain_forecast_虞北平原_sum,-0.009528701622183893,0.0004855719234711163
rain_forecast_新昌_mean,0.04643425736235801,0.0004376478738297691
tide_12h_tide_cycle_count,-0.2445026297146188,0.00043322089158308097
future_tide_tide_fall_rate,-0.012294259468941237,0.0003931870802631353
future_tide_tide_rise_rate,-0.04335001267902291,0.00037297609965552424
rain_forecast_虞南山区_max,0.05031925720693649,0.0002770802225477921
rain_forecast_绍兴平原_sum,0.0019292674624104512,0.00023618597150993262
future_tide_tide_cycle_count,-0.04214683672227984,0.00021310688251079666
rain_forecast_虞南山区_sum,0.018474262088928814,0.00019478113709172886
rain_forecast_total,0.016189663273800056,0.00018690248711950282
rain_forecast_嵊州_sum,0.010615102208208438,0.00017367489308206725
rain_forecast_嵊州_mean,0.02457011826300633,0.0001680314589250912
rain_forecast_虞南山区_mean,0.043317736569769665,0.0001598418623308606
rain_forecast_嵊州_max,0.013215124428353738,0.0001584101540413361
flow_missing,0.2294135852181881,0.0001486811751293436
water_status_missing,0.2293293825256433,0.00013774861753474213
water_missing,0.22666917115732912,9.006169943635889e-05
rain_forecast_绍兴平原_max,0.018028400360322737,7.917405787061276e-05
rain_missing,-0.024144103625118055,7.15106172748711e-05
rain_forecast_绍兴平原_mean,0.027582597639860755,6.447143692973522e-05
rain_forecast_新昌_max,0.02048241548245254,5.8475352797847073e-05
rain_forecast_avg,0.016189663273800284,3.0869279382629816e-05
rain_forecast_虞北平原_max,-0.0015586887381526403,1.577394758432321e-05
rain_forecast_新昌_sum,0.03888197052359161,1.4193944799179496e-05
rain_forecast_虞北平原_mean,-0.002038667618463841,1.358498623506493e-05
water_rain_ratio,,0.0
