feature,correlation,importance
rain_actual_新昌_sum,-0.23557956871538416,0.0036497212943898865
flow_min,-0.13783575087328356,0.0032775712419508586
rain_actual_虞北平原_mean,-0.2212696559652456,0.0032167849995836622
water_status_max,0.2599603831131984,0.0032022311256816277
future_tide_min,-0.09915537879639895,0.0028803964096768804
tide_12h_r_squared,0.18877890520838903,0.002854856219046855
flow_range,-0.12831462394357165,0.0027267589351390262
flow_mean,-0.16073840209201357,0.002694775705907981
tide_24h_r_squared,0.20145581537160565,0.0026459332804009794
tide_12h_max,0.21660355112864785,0.002484770466855091
tide_24h_cycle_count,0.2698330708969599,0.0024714671608794116
is_weekend,0.027214209810389526,0.002391010397131217
rain_actual_嵊州_max,-0.08472559839825049,0.0023885490994935608
rain_actual_avg,-0.2711534971862485,0.002259043650244119
rain_change_rate,0.03783108855436107,0.002234844815631517
rain_actual_total,-0.27115349718624826,0.0021524682889481487
tide_24h_min,-0.26657423164247,0.002093682714039766
rain_actual_虞南山区_sum,-0.25888853947356416,0.0020317735195267105
tide_24h_max,0.21837685636125675,0.0019293166269951562
future_tide_range,0.22864935321248134,0.0018827372101899095
rain_actual_新昌_max,-0.0823671523134361,0.0017932300530099248
rain_actual_虞南山区_max,-0.055962026203057895,0.0017898202739669647
tide_12h_min,-0.2667448790416593,0.0017674279634227541
tide_12h_phase,0.17672260883135407,0.0017352016377161683
future_tide_max,0.20820236474126813,0.0017122036088271352
flow_var,-0.16400443393489073,0.0016373335733448568
is_rush_hour,0.02641807532087069,0.0014366658489222495
tide_12h_range,0.23506705787254528,0.0013895567733188255
tide_24h_range,0.23330267053941245,0.0013661328522539661
future_tide_phase,0.16243529507298068,0.0012739782280534297
rain_actual_绍兴平原_max,-0.06533356035492258,0.001223391160383005
rain_actual_虞南山区_mean,-0.23120177958917276,0.0011777367013096804
tide_24h_phase,0.17181403897648465,0.0010632365921937296
future_water_missing,0.03553158708580991,0.0009459233759690974
tide_12h_rise_rate,0.223823591920649,0.0007289645779141736
tide_12h_cycle_count,0.2543840128488791,0.0003410883503868329
tide_12h_fall_rate,0.1078024479172924,0.00029607857291136924
water_status_missing,-0.2596586222059526,0.00012213435854142084
future_tide_rise_rate,0.0651474477988495,0.00011891351319261901
future_tide_cycle_count,0.07379723147009444,0.00011826023462118004
flow_missing,-0.25800634380943976,0.00011577862216970528
future_tide_fall_rate,0.027554253427986293,9.310417214210394e-05
water_missing,-0.2572120246123125,8.758305111343623e-05
rain_missing,0.023522921440761888,5.942920186661752e-05
rain_forecast_新昌_max,-0.013257205331252695,5.670463409334992e-05
rain_forecast_绍兴平原_sum,-0.016059898900804358,4.4154344377163726e-05
rain_forecast_绍兴平原_mean,-0.026749224819753944,3.880958925945167e-05
rain_forecast_嵊州_max,-0.011077605807780175,3.647606102648051e-05
rain_forecast_avg,-0.02162560599617717,3.552425894710483e-05
rain_forecast_total,-0.021625605996177303,3.5348802122739175e-05
rain_forecast_绍兴平原_max,-0.019405266911475642,2.9210310502425078e-05
rain_forecast_嵊州_sum,-0.014240524496557388,2.5218494485459535e-05
rain_forecast_虞南山区_sum,-0.024381606451392163,2.057359760188554e-05
rain_forecast_新昌_mean,-0.035222608165692296,1.8113752338576045e-05
rain_forecast_虞南山区_mean,-0.034816485231624214,1.8023144887597352e-05
rain_forecast_虞北平原_mean,-0.016207510952106312,1.7700102061017396e-05
rain_forecast_嵊州_mean,-0.022862652390981786,1.673303188801378e-05
rain_forecast_虞北平原_max,-0.016032710891859182,1.1848678872149997e-05
rain_forecast_虞南山区_max,-0.040665840551233616,1.0300319430463337e-05
rain_forecast_新昌_sum,-0.02997637133779088,7.246778253522178e-06
rain_forecast_虞北平原_sum,-0.012103105620757624,2.802039745300705e-06
