feature,correlation,importance
water_status_min,-0.35146594148737126,0.21405808361112136
ops_week_total_duration,0.4710871307326538,0.0878389076970004
prev_gate_count,0.46573554504154613,0.08417223371514689
day_of_year,-0.10841624277313816,0.051975188549168966
ops_week_avg_gates,0.3879842443848379,0.04659049967742265
prev_duration,0.2516209624363778,0.04401416332007369
prev_op_hour,-0.10841217753012669,0.040398095839605984
future_tide_r_squared,-0.3531205501101985,0.025082523468223067
day_of_week,0.008218012433507421,0.02464334031511766
water_rain_ratio,-0.21862565114716712,0.02028277390091661
ops_week_count,0.42560055966603155,0.020080947399261615
hour_cos,0.20165488678792115,0.01920240101185056
flow_rain_ratio,-0.12843159303550244,0.018609500143651102
hour_of_day,0.06582274845717036,0.01236582903085963
hour_sin,-0.024797287556224807,0.011955492835593641
future_tide_slope,-0.13818027707966204,0.011036882108325203
month,-0.10851836502382838,0.01013591472756507
flow_skew,-0.12906273400883025,0.010032654875552686
water_status_slope,-0.09531545068580309,0.009165209985075412
tide_12h_slope,-0.02937476581611773,0.008861619617167912
tide_12h_rise_rate,-0.265564803513892,0.008723378297855381
water_status_mean,-0.251046130755441,0.008245839731656747
future_tide_fall_rate,-0.0223366945002231,0.008032653683867925
tide_24h_r_squared,-0.1792766945548846,0.007673572319944842
tide_24h_slope,0.029968665475210356,0.007664977539917262
future_tide_min,0.10537122024110974,0.007511987196674666
water_status_max,-0.24044743459541723,0.0070461747959326936
rain_actual_total,0.26270863517531623,0.00703417119233275
rain_actual_嵊州_mean,0.23707072119206662,0.006724265791557672
water_status_range,-0.22907605657040533,0.0065785213713520155
tide_24h_mean,-0.1680353263800889,0.005864785078000586
flow_max,0.14477968187692142,0.005473639209338025
rain_actual_新昌_mean,0.22017052742884022,0.005287063931032739
flow_var,0.13730857849327102,0.005098592194920354
tide_12h_mean,-0.13879932653945448,0.005017017860124826
tide_12h_range,-0.2165858793228333,0.004905961552347962
tide_24h_rise_rate,-0.28966801473961135,0.004764701135977861
tide_12h_max,-0.19770156843867367,0.004696089325860909
tide_24h_min,0.2518664590844914,0.004687024496689953
rain_actual_虞北平原_mean,0.22525620064785282,0.004614821035562378
tide_12h_r_squared,-0.13876352745224887,0.004585155567260976
future_tide_range,-0.25012732711502533,0.004423508813603288
rain_actual_新昌_sum,0.23368488535402307,0.004411224183122101
future_tide_mean,-0.19550846387108842,0.004343344221538046
flow_mean,0.1470021282963616,0.004229445107306347
future_tide_max,-0.22879012167382484,0.0042286888790341705
rain_actual_绍兴平原_mean,0.21568763374142888,0.00414518713477529
flow_min,0.12958936487758732,0.003924614561985364
tide_24h_max,-0.2062752310855945,0.0039029942594925133
tide_12h_min,0.25169771195607843,0.003882391933065092
rain_actual_avg,0.2627086351753169,0.0037447745482873805
rain_actual_绍兴平原_sum,0.24328897877184716,0.003711313448084873
rain_actual_虞北平原_sum,0.24869252127188363,0.003561092257002615
tide_24h_cycle_count,-0.24509951404163868,0.003530087834578804
flow_range,0.12653044828861904,0.0032065942775933594
tide_24h_fall_rate,-0.3366025935069812,0.003126485685621515
tide_24h_phase,-0.18304086413288126,0.0029844300740634678
is_weekend,0.005206147747595348,0.0029304839384024593
rain_actual_嵊州_sum,0.2511744875163209,0.0028362355377031506
future_water_missing,-0.09324893885466834,0.0027613555976749205
future_tide_phase,-0.17601388807598692,0.002671781022951441
rain_actual_虞南山区_mean,0.22592466701601935,0.0026706536472353515
tide_24h_range,-0.22038915818891486,0.002603848487249847
rain_actual_虞北平原_max,0.0791735793126701,0.0020736255369210982
rain_actual_虞南山区_max,0.07213136131866388,0.0020398021398039447
is_rush_hour,-0.029620871859134895,0.001971544607779129
rain_actual_嵊州_max,0.0743261592761312,0.0018981607863959816
rain_actual_新昌_max,0.08482203222731952,0.001857048701816837
tide_12h_phase,-0.19050355897943339,0.0017495161372062338
rain_actual_绍兴平原_max,0.06357456318917862,0.0017423065235189843
rain_actual_虞南山区_sum,0.24521036407162713,0.0017344976211617704
future_tide_rise_rate,-0.031981221643058756,0.0014431501939048616
tide_12h_cycle_count,-0.2790610247618423,0.0013971488421824852
rain_change_rate,-0.02425865161184922,0.0006552451211708311
tide_12h_fall_rate,-0.08726297491280365,0.0006423739067567247
future_tide_cycle_count,-0.020846491943292557,0.00041081707835471525
rain_missing,-0.028415832590937773,0.0002672382189295127
water_missing,0.23439441217354456,0.00026207140689428596
flow_missing,0.2401256797295968,0.0002198213850313662
rain_forecast_avg,0.020033509265155885,0.0001728271028328618
rain_forecast_新昌_max,0.016651963933971867,0.00011740457799908395
rain_forecast_新昌_sum,0.03157274267295565,0.00011373366219265652
water_status_missing,0.2391283224713672,0.00011104388045652376
rain_forecast_嵊州_mean,0.026869778197082705,8.63863725571061e-05
rain_forecast_新昌_mean,0.04236001171339521,8.314523946356537e-05
rain_forecast_嵊州_sum,0.012793266475995668,6.228047411782696e-05
rain_forecast_虞南山区_sum,0.02994204189874199,5.8865067865727564e-05
rain_forecast_绍兴平原_mean,0.0323606689989676,5.704738173436223e-05
rain_forecast_嵊州_max,0.013049094429574654,5.37153078799984e-05
rain_forecast_绍兴平原_max,0.01344996938180695,4.4111328404890384e-05
rain_forecast_虞北平原_sum,0.0035232743504073623,3.9687759955717016e-05
rain_forecast_虞南山区_mean,0.04898804910260772,2.647684670964311e-05
