feature,correlation,importance
ops_week_total_duration,0.4812085141913561,0.14735407751633636
water_status_min,-0.4340741183462496,0.1370948271421884
prev_duration,0.27479465350617294,0.078187867666986
ops_week_avg_gates,0.288154132714309,0.05557133908185137
day_of_year,-0.06527798990601236,0.04883219312861711
prev_op_hour,-0.07949184871988581,0.04581108083256314
prev_gate_count,0.3656677238141081,0.04501816471249187
day_of_week,-0.014807310253342023,0.027294021293941623
hour_cos,0.09542110647947395,0.02690359490563626
ops_week_count,0.37585209121739266,0.023130917632581686
hour_of_day,0.06334388432548937,0.02082887276782497
water_rain_ratio,-0.1785544587433371,0.01981952469422203
hour_sin,-0.032933077295337405,0.018683965346654476
tide_24h_rise_rate,-0.3590261390733275,0.018334048137713013
future_tide_r_squared,-0.3597219508215323,0.01284769406648322
tide_12h_slope,-0.03344451019761314,0.012132378288129972
month,-0.06526255074303602,0.010854593631804917
future_tide_slope,-0.10912599575572066,0.010501739444443587
flow_skew,-0.1882860621528248,0.00956343137680423
tide_12h_r_squared,-0.21843147139751168,0.009388187885901397
rain_actual_新昌_mean,0.04007094171120267,0.008981834255804571
tide_24h_r_squared,-0.19000858170795598,0.00875920584802843
flow_rain_ratio,-0.11790678443673111,0.007890994277194028
water_status_slope,-0.05768226730481068,0.007269630454183252
future_tide_min,0.16032059826843126,0.0072511502896894274
water_status_mean,-0.38512009896237126,0.0067607633501319785
tide_12h_mean,-0.2824524793012281,0.0067278270052763154
water_status_range,-0.3735607650012409,0.006350257970369259
tide_12h_rise_rate,-0.2518269060539319,0.00632743435949951
water_status_max,-0.3807891896075162,0.00617062575708734
tide_12h_min,0.3520077635963465,0.006080450163885612
tide_24h_fall_rate,-0.379424198723767,0.006057303635642054
flow_mean,0.01523410463437359,0.005540955042375456
flow_var,0.029119440531340537,0.005005826497687963
future_tide_range,-0.31833007808868286,0.004974626554578466
flow_range,-0.05284493435085226,0.0049692828109515474
tide_24h_min,0.3721796428064526,0.004892426905362435
tide_24h_slope,0.007615025435594474,0.00477904012578331
rain_actual_虞北平原_max,-0.03320312978397925,0.00473614713729298
tide_12h_max,-0.33644215563366087,0.004684258451428879
flow_max,-0.023962633511149252,0.004505963110749562
tide_24h_max,-0.35015213996938743,0.004252051936765892
future_tide_mean,-0.21390639493312044,0.004226303300573585
tide_12h_range,-0.349735215493058,0.003775413370648814
future_tide_max,-0.28245500320079436,0.0037577087247756056
tide_12h_phase,-0.29980836023262375,0.003521924747711657
rain_actual_嵊州_mean,0.04898611130364441,0.0034901844097000737
is_weekend,-0.013366218781143155,0.0034382656850299232
rain_actual_绍兴平原_mean,0.02771277446174274,0.003421025688495186
tide_24h_mean,-0.3149157942243943,0.003383728392326309
rain_actual_绍兴平原_sum,0.04883829617305146,0.0033821342080703367
tide_24h_range,-0.36107915415263786,0.0033589910758151506
future_tide_fall_rate,-0.057676727723132995,0.0031154391937172603
is_rush_hour,-0.022391203035139553,0.003109310334720342
rain_actual_虞北平原_mean,0.03947370479423422,0.0030755508366103355
future_tide_rise_rate,-0.1058165679031567,0.003040793922758635
flow_min,0.05189293065749008,0.0028365211089404446
rain_actual_嵊州_sum,0.06150312600239004,0.0028345539002526854
future_tide_phase,-0.28832530321951516,0.0027665776759060894
rain_actual_新昌_max,-0.04646658015379754,0.0026506172810401175
rain_actual_虞北平原_sum,0.054439591953000736,0.0026387160648990216
rain_actual_嵊州_max,-0.06404471539892773,0.002637995546488682
tide_24h_phase,-0.2956511354648973,0.002416167331975279
tide_24h_cycle_count,-0.3359175988381668,0.0023854480379535306
rain_actual_虞南山区_sum,0.05859138137865324,0.0022626725474087306
rain_actual_avg,0.059390294415324216,0.0020695933343940326
rain_actual_虞南山区_mean,0.043403900004878156,0.0019196011244308519
rain_actual_新昌_sum,0.04975830381380257,0.0018270198336598686
rain_actual_绍兴平原_max,-0.06654130949170002,0.0013474638895327098
rain_actual_total,0.05939029441532425,0.0012746101401163099
rain_actual_虞南山区_max,-0.07705534567108115,0.0012676133462529173
tide_12h_fall_rate,-0.09202137714709273,0.001118426419171775
rain_change_rate,-0.0031883989504445528,0.0011034163648197689
future_water_missing,0.10848333845282426,0.0009032503256923669
tide_12h_cycle_count,-0.27200800268018566,0.0007395752759159859
rain_forecast_新昌_sum,-0.010224064721076937,0.0005352027413602561
rain_missing,0.0206096052960554,0.0004274237869452228
rain_forecast_虞北平原_max,-0.03846304558701904,0.00039216106905715954
rain_forecast_新昌_max,-0.0315554319543546,0.00022615950979489952
rain_forecast_avg,-0.022797895587759943,0.00022481996810284677
rain_forecast_嵊州_sum,-0.02615294245809694,0.0002199895079334196
rain_forecast_虞北平原_mean,-0.02784158479358907,0.0002069398289365702
rain_forecast_新昌_mean,-0.00848859104735656,0.00020555116967070188
rain_forecast_虞南山区_sum,-0.019048097911890313,0.0001916589319025875
flow_missing,0.3792159183773551,0.0001519693722318757
future_tide_cycle_count,-0.09925444804841606,0.00013358665251037352
water_missing,0.3778691773691649,0.00012291211694630502
rain_forecast_嵊州_mean,-0.01864676846377548,0.00011021473611142087
rain_forecast_虞南山区_mean,-0.0017414316263870563,0.00010091349865213456
rain_forecast_虞南山区_max,-0.002429080173996209,9.63921574483025e-05
rain_forecast_嵊州_max,-0.03209813083169932,9.223784760086919e-05
rain_forecast_total,-0.022797895587760027,8.059094451500553e-05
rain_forecast_绍兴平原_max,-0.02919298820654619,6.156206743178205e-05
rain_forecast_绍兴平原_mean,-0.010487771275900722,5.331493785340793e-05
rain_forecast_绍兴平原_sum,-0.025997001241649245,5.150713827240289e-05
water_status_missing,0.3805201721932998,5.006006915048433e-05
rain_forecast_虞北平原_sum,-0.029074315042662047,4.7643014823859084e-05
