feature,correlation
hour_sin,-0.5057315779687699
hour_cos,-0.4380726520029108
hour_of_day,0.28182658500196195
hour_similar_to_large_gate,0.22693227975957891
prev_op_hour,-0.16855805607215807
prev_duration,-0.13347300049905977
prev_gate_count,-0.13192725761817092
tide_12h_slope,-0.12829756284123983
rain_actual_绍兴平原_sum,-0.12726268470163557
rain_actual_虞北平原_sum,-0.12027673582878484
rain_actual_total,-0.118164961553758
rain_actual_avg,-0.11816496155375797
tide_24h_fall_rate,0.11703051418197584
is_rush_hour,-0.11615272541856776
rain_actual_虞南山区_sum,-0.1156073472452646
rain_actual_绍兴平原_mean,-0.11294792203329852
rain_actual_虞南山区_mean,-0.1091174509618586
rain_actual_虞北平原_mean,-0.1086241849934457
ops_week_count,-0.10778466937672739
rain_actual_嵊州_sum,-0.10636962068204653
future_tide_slope,0.10538007233317981
tide_24h_rise_rate,0.10263473990926679
rain_actual_嵊州_mean,-0.10024719902324544
tide_12h_phase,-0.0974146785594218
ops_week_total_duration,-0.09658646600656348
rain_actual_新昌_sum,-0.09418480344846156
future_tide_range,0.09151882817926892
tide_24h_slope,-0.0911863906207098
water_rain_ratio,0.0887061403725215
rain_actual_新昌_mean,-0.0884717301664588
future_tide_min,-0.08651953654770865
tide_type,-0.08602438169708673
tide_24h_phase,-0.08327303120215847
tide_24h_r_squared,0.07866304317560514
flow_var,-0.07684966374100922
rain_change_rate,-0.06936149607222514
future_tide_max,0.068477373195166
is_large_gate_pattern,-0.0682553169509636
large_gate_priority,-0.0682553169509636
ops_week_avg_gates,-0.0679179141105556
future_tide_phase,-0.06647839589375198
future_tide_rise_rate,-0.06619511966634875
flow_rain_ratio,0.06593286820302431
water_status_min,0.0658203618261334
tide_24h_cycle_count,0.06391214986067131
tide_12h_fall_rate,0.059891327693331595
rain_actual_虞南山区_max,-0.057496395746437085
flow_range,-0.05740590331261183
flow_max,-0.05408504860479517
rain_actual_新昌_max,-0.05363955953266848
rain_actual_嵊州_max,-0.050278368779047886
future_tide_cycle_count,-0.04876142293312067
flow_mean,-0.04366952948876611
tide_24h_min,-0.04314998961922178
rain_actual_虞北平原_max,-0.04298261601188668
future_tide_mean,0.04249442797689247
flow_skew,0.040717313902903
future_tide_r_squared,0.04058078981015558
tide_24h_range,0.04032771504667372
tide_24h_max,0.038589946005397155
tide_12h_min,-0.03743965476474755
water_status_slope,0.036569262054021216
tide_12h_cycle_count,0.03522044414911688
rain_actual_绍兴平原_max,-0.031283312728627555
future_tide_tide_type,0.03105569312881449
flow_min,-0.03082564370610218
water_status_mean,0.029165367208705356
day_of_year,0.029040260382205342
date,-0.029001354832046505
water_missing,-0.028715478173159958
water_status_max,0.028332472011087115
water_status_missing,-0.028146183380783278
tide_12h_range,0.0262061792887418
month,0.02530080171130535
tide_24h_mean,0.025069026955378503
water_status_range,0.02487086855142233
flow_missing,-0.023313511892448274
rain_missing,-0.022727232320698038
tide_12h_max,0.021739272718627637
tide_12h_tide_type,0.021208857618253255
tide_24h_tide_type,-0.019448356824134195
tide_12h_r_squared,-0.017977715600957914
tide_12h_rise_rate,0.017829463210055387
rain_forecast_新昌_mean,-0.010028922750718117
tide_12h_mean,-0.009922977810225476
day_of_week,0.008289380134803154
rain_forecast_虞北平原_sum,0.008184732150933132
rain_forecast_虞北平原_max,0.007950591743217326
rain_forecast_新昌_sum,-0.006781553091203327
rain_forecast_虞南山区_max,-0.005650433273223461
rain_forecast_嵊州_mean,-0.005190200790990857
rain_forecast_虞北平原_mean,0.004752219574276563
rain_forecast_绍兴平原_max,0.0039422214611762995
rain_forecast_绍兴平原_sum,0.003304425854080113
future_tide_fall_rate,-0.0029776383327342637
rain_forecast_嵊州_max,-0.0026514794732279295
is_weekend,0.00199927725050787
rain_forecast_绍兴平原_mean,0.001436150086707398
rain_forecast_虞南山区_sum,0.0014054394047209376
rain_forecast_新昌_max,0.0009758939649144155
rain_forecast_嵊州_sum,-0.0008343458747450329
rain_forecast_total,-0.00034395784728529795
rain_forecast_avg,-0.00034395784728529465
rain_forecast_虞南山区_mean,-4.211740820555868e-05
large_gate_avg_duration,
tide_similar_to_large_gate,
rain_similar_to_large_gate,
future_water_missing,
