feature,importance
prev_gate_count,0.26091134580273373
prev_duration,0.07046864260616352
is_large_gate_pattern,0.05531836667542764
water_status_min,0.054147943944714304
ops_week_total_duration,0.04846379186591876
flow_rain_ratio,0.04432015308915515
rain_actual_total,0.042803042276012816
date,0.03927893511232979
large_gate_priority,0.03764949713738349
water_rain_ratio,0.031976449768255
future_tide_r_squared,0.023322727155504732
ops_week_avg_gates,0.02243856585679422
day_of_year,0.022027211237028898
hour_cos,0.017011942755155957
tide_12h_rise_rate,0.016992565038474967
future_tide_slope,0.016067845428371565
rain_actual_avg,0.015102831594785805
rain_actual_虞南山区_sum,0.012813369907850454
prev_op_hour,0.012040432118531718
water_status_mean,0.011879373812714856
