feature,r2_score
prev_gate_count,0.38072689615964106
prev_duration,0.35054309976937614
is_large_gate_pattern,0.24689069583534307
large_gate_priority,0.24689069583534307
ops_week_avg_gates,0.23066507992807306
ops_week_count,0.22715774848083703
ops_week_total_duration,0.22555268247789617
rain_actual_total,0.1477274590589427
rain_actual_avg,0.1477274590589427
tide_24h_fall_rate,0.14564977733785545
water_status_min,0.1444127419968937
rain_actual_嵊州_sum,0.1396339264446126
rain_actual_虞北平原_sum,0.13383767411739578
rain_actual_绍兴平原_sum,0.13161971409220408
rain_actual_虞南山区_sum,0.12994240177988992
rain_actual_嵊州_mean,0.12917208197972363
rain_actual_新昌_sum,0.12381178100294499
future_tide_r_squared,0.11832847825403026
rain_actual_虞南山区_mean,0.11706195167398781
rain_actual_虞北平原_mean,0.11433415724804974
rain_actual_新昌_mean,0.11291860470948034
rain_actual_绍兴平原_mean,0.11034678166348211
tide_24h_rise_rate,0.10753686765179116
tide_24h_cycle_count,0.09454781297522752
flow_max,0.09122226500598263
tide_12h_cycle_count,0.0890846031195146
hour_cos,0.08813196929168854
flow_mean,0.08663988986589066
flow_var,0.07772617489638256
tide_12h_rise_rate,0.07298418103082849
flow_range,0.07258315055805986
tide_12h_min,0.06113857476789586
flow_min,0.06051400460295464
future_tide_range,0.05419356276144727
tide_type,0.053767123427646446
tide_24h_min,0.05179896351669877
future_tide_max,0.0462748505261662
water_status_mean,0.045729398976021685
water_rain_ratio,0.04460987967885821
water_status_max,0.04311108316212753
water_status_missing,0.04205697148321985
flow_missing,0.04187297721870242
water_missing,0.04075250404152875
future_tide_tide_type,0.04050018814268386
future_tide_slope,0.03921319957418001
future_tide_mean,0.03803540294997254
water_status_range,0.036513258267930504
tide_12h_phase,0.03617620825946022
future_tide_phase,0.03320497918807097
tide_24h_phase,0.03301863684887962
tide_24h_r_squared,0.032684775366374264
rain_actual_虞南山区_max,0.03260633686071002
date,0.031940659292726825
rain_actual_新昌_max,0.028827723101807923
tide_12h_range,0.02685911683780695
tide_24h_range,0.025626075810493032
rain_actual_嵊州_max,0.02495983589862716
flow_skew,0.024850767377492367
rain_actual_虞北平原_max,0.023657194583352137
prev_op_hour,0.022791408938307556
flow_rain_ratio,0.019244792053152215
tide_24h_max,0.018664419298559665
tide_12h_tide_type,0.018343737123518666
rain_actual_绍兴平原_max,0.01829661345232092
tide_12h_max,0.0174031372869351
tide_12h_fall_rate,0.011403080461284798
tide_12h_r_squared,0.00982473664138106
future_tide_min,0.00910177624996611
tide_24h_tide_type,0.009022054905504007
hour_of_day,0.007003560008637111
rain_change_rate,0.00499097299353346
tide_24h_mean,0.004872742957848564
tide_12h_slope,0.004009457587895504
water_status_slope,0.0029338734388983934
is_rush_hour,0.0028017516851945867
tide_12h_mean,0.0027980392619855188
month,0.0026549347159510184
hour_sin,0.0025880445556674125
day_of_year,0.0024858071733143694
is_weekend,0.0023579360329064603
rain_forecast_虞南山区_max,0.0011325966612283356
rain_forecast_新昌_sum,0.0009435798452477329
day_of_week,0.000905110860401348
rain_forecast_虞南山区_mean,0.000690484617859366
rain_forecast_新昌_mean,0.0005833916871450517
rain_missing,0.0005828582344508115
future_tide_cycle_count,0.0003981967629062
rain_forecast_虞南山区_sum,0.0003076782046710358
future_tide_rise_rate,0.00029739024305452944
future_tide_fall_rate,0.00023958363798293192
rain_forecast_avg,0.00015505502011381456
rain_forecast_total,0.00015505502011381456
rain_forecast_绍兴平原_mean,0.00010485738286702961
hour_similar_to_large_gate,8.966105457830498e-05
rain_forecast_嵊州_mean,4.368346560390535e-05
rain_forecast_虞北平原_max,4.118095893257401e-05
rain_forecast_虞北平原_mean,2.0742087658676134e-05
rain_forecast_新昌_max,1.4963735459505578e-05
rain_forecast_嵊州_sum,1.4815292967762517e-05
rain_forecast_绍兴平原_sum,2.454727268785817e-06
rain_forecast_嵊州_max,1.3784539126815432e-06
rain_forecast_绍兴平原_max,1.1089204415837273e-06
rain_forecast_虞北平原_sum,9.496178956514001e-07
tide_24h_slope,5.296226941453597e-07
rain_similar_to_large_gate,0.0
large_gate_avg_duration,0.0
tide_similar_to_large_gate,0.0
future_water_missing,0.0
