feature,importance
large_gate_priority,0.31525103806106597
is_large_gate_pattern,0.20895725153266761
prev_duration,0.10075883509907393
prev_gate_count,0.03638952930650411
prev_op_hour,0.025993590712211793
water_status_min,0.02476050174113359
date,0.02407344024206266
ops_week_total_duration,0.02121399035084477
day_of_year,0.021028249509413864
ops_week_avg_gates,0.019817813522515017
day_of_week,0.013055001026373228
hour_cos,0.011551442215177538
flow_rain_ratio,0.010332261874795207
rain_actual_avg,0.010320288824795265
ops_week_count,0.009863132446752068
rain_actual_total,0.009498590999495782
water_rain_ratio,0.008034353815621243
hour_of_day,0.007740009236258703
water_status_mean,0.006242649110737426
future_tide_r_squared,0.0060533708748342135
