feature,r2_score
prev_duration,0.43382679649523825
large_gate_priority,0.3992319432856958
is_large_gate_pattern,0.3992319432856958
prev_gate_count,0.364441453338774
ops_week_total_duration,0.22503791115489136
ops_week_count,0.19031357257900616
ops_week_avg_gates,0.1801854327952943
water_status_min,0.14517200723511847
tide_24h_fall_rate,0.14083577330701524
rain_actual_avg,0.1354064600747522
rain_actual_total,0.1354064600747522
rain_actual_嵊州_sum,0.1292474634451033
rain_actual_虞南山区_sum,0.12753954898944753
tide_24h_cycle_count,0.12243087822176657
rain_actual_虞北平原_sum,0.12125442537653741
rain_actual_绍兴平原_sum,0.11353670775046176
rain_actual_嵊州_mean,0.11124348180900501
tide_24h_rise_rate,0.1104844271270925
rain_actual_新昌_sum,0.11013290254317287
rain_actual_虞南山区_mean,0.10519279561331196
flow_mean,0.09708947963689596
rain_actual_虞北平原_mean,0.09349443262293211
flow_var,0.09111811730602559
rain_actual_新昌_mean,0.09075046097329087
flow_max,0.08734533390939725
rain_actual_绍兴平原_mean,0.08477794282536555
future_tide_r_squared,0.08108566784931936
flow_min,0.07829158288592886
tide_12h_cycle_count,0.06893573538781872
tide_12h_min,0.06648293731056698
hour_cos,0.06515642229669893
tide_type,0.06183597938323859
tide_24h_min,0.061075922560555274
flow_range,0.055952518807230955
tide_12h_rise_rate,0.054687075113210915
water_status_mean,0.0546713222325228
water_status_max,0.05433831591557425
water_status_missing,0.05340456904054702
water_missing,0.05251543723051433
flow_missing,0.05186549896633441
tide_12h_phase,0.05150086835040024
date,0.04901772886461697
tide_24h_phase,0.048589086629919676
future_tide_tide_type,0.04809615922921151
water_status_range,0.047724863478442625
future_tide_phase,0.04766167305106883
future_tide_range,0.0473967295093648
flow_skew,0.04072898418201765
future_tide_max,0.03555044406182717
tide_24h_range,0.03254898806464612
tide_12h_range,0.03239679191501732
tide_24h_r_squared,0.031040399427225585
tide_12h_tide_type,0.030123824036193403
water_rain_ratio,0.02816952567544473
tide_24h_max,0.02456262645001095
future_tide_slope,0.023169540679526035
future_tide_mean,0.02304860140185938
tide_12h_max,0.022229907826586737
rain_actual_虞南山区_max,0.018786538996628077
prev_op_hour,0.018223621378099297
rain_actual_新昌_max,0.017728563572848022
rain_actual_虞北平原_max,0.01678084784193301
future_tide_min,0.016302053299336983
rain_actual_嵊州_max,0.013910277915029745
flow_rain_ratio,0.013794722283092975
tide_24h_tide_type,0.013658466283599235
tide_12h_r_squared,0.011751213190335563
rain_change_rate,0.0116508608409851
tide_12h_fall_rate,0.00997939375341983
rain_actual_绍兴平原_max,0.008371017749129739
hour_of_day,0.007886966103755721
tide_24h_mean,0.007532857174122776
future_tide_cycle_count,0.005975236972742937
tide_12h_mean,0.0053701481635703985
tide_12h_slope,0.004893471591505549
hour_sin,0.004745544120121958
future_tide_rise_rate,0.004411031278707234
is_rush_hour,0.0036469599364091776
is_weekend,0.0036320463148097337
future_tide_fall_rate,0.0027506585518092264
day_of_year,0.002267475904448202
month,0.002103461704676346
rain_forecast_绍兴平原_sum,0.0010311711862251993
rain_forecast_虞北平原_max,0.0009925368446106475
rain_forecast_虞北平原_mean,0.0009668289742584824
rain_forecast_虞北平原_sum,0.0009407573775858102
rain_forecast_嵊州_max,0.0008473855965178689
day_of_week,0.0007956196277807415
rain_forecast_嵊州_mean,0.0007546930349890957
rain_forecast_绍兴平原_mean,0.0006762732046211584
rain_forecast_虞南山区_sum,0.0006095041707746551
rain_forecast_绍兴平原_max,0.0005835025332070476
rain_forecast_嵊州_sum,0.0005449548997351616
rain_forecast_新昌_max,0.0005163011590673117
rain_forecast_total,0.0003612108174133599
rain_forecast_avg,0.0003612108174133599
rain_forecast_虞南山区_mean,0.0002949315111053785
water_status_slope,0.00019869574411013335
rain_forecast_新昌_mean,0.00012093633634857603
rain_forecast_新昌_sum,7.476017230567678e-05
rain_forecast_虞南山区_max,5.618575349253252e-05
tide_24h_slope,5.0028147616454355e-05
rain_missing,8.554725196452395e-06
hour_similar_to_large_gate,4.700451978201237e-06
rain_similar_to_large_gate,0.0
large_gate_avg_duration,0.0
tide_similar_to_large_gate,0.0
future_water_missing,0.0
