feature,correlation
hour_sin,-0.5165947031769902
hour_cos,-0.4386498100603394
hour_of_day,0.29993231557156125
hour_similar_to_large_gate,0.22656301749644175
prev_op_hour,-0.17542792539830024
prev_duration,-0.13491845504183378
tide_12h_slope,-0.13225774209036997
prev_gate_count,-0.13200671476981862
rain_actual_绍兴平原_sum,-0.12744984583730665
rain_actual_虞北平原_sum,-0.1200176687796638
rain_actual_avg,-0.11844050742351912
rain_actual_total,-0.11844050742351912
is_rush_hour,-0.11554286320484414
tide_24h_fall_rate,0.11499227113147723
rain_actual_虞南山区_sum,-0.1147276245766807
rain_actual_绍兴平原_mean,-0.11304391439332975
rain_actual_虞南山区_mean,-0.10936107697248532
rain_actual_虞北平原_mean,-0.10919500116666621
rain_actual_嵊州_sum,-0.10761728192122219
future_tide_slope,0.1051161701370876
ops_week_count,-0.10449895895953966
rain_actual_嵊州_mean,-0.10184230959807583
tide_24h_rise_rate,0.10110494617317083
tide_24h_slope,-0.10064569277162841
rain_actual_新昌_sum,-0.09631250115571456
tide_12h_phase,-0.09407630925730803
ops_week_total_duration,-0.09272739822413724
future_tide_range,0.09118644174401891
rain_actual_新昌_mean,-0.09105146736993007
future_tide_min,-0.09026854269408198
water_rain_ratio,0.08759898591062289
tide_24h_r_squared,0.08392977488856855
tide_type,-0.08351584125478191
tide_24h_phase,-0.08048805260314172
is_large_gate_pattern,-0.07342740472358115
large_gate_priority,-0.07342740472358113
future_tide_rise_rate,-0.06924414566631681
water_status_min,0.06895958818182243
flow_var,-0.0688212983420163
future_tide_max,0.06663765628697846
future_tide_phase,-0.06589116744601238
flow_rain_ratio,0.06512601804561415
rain_change_rate,-0.06415765756643754
ops_week_avg_gates,-0.06367550474800435
tide_24h_cycle_count,0.0629276958815133
flow_range,-0.06264303878853467
tide_12h_fall_rate,0.06186444131541285
rain_actual_虞南山区_max,-0.05806468010424795
flow_max,-0.057919273342845884
rain_actual_新昌_max,-0.05200041968563238
rain_actual_嵊州_max,-0.05110935145914942
flow_mean,-0.048260909371774505
future_tide_cycle_count,-0.04805146342519393
flow_skew,0.0458759170004887
tide_24h_min,-0.04318433528470903
rain_actual_虞北平原_max,-0.04029568332210786
future_tide_mean,0.038900266802721864
tide_24h_range,0.03882525704803818
future_tide_r_squared,0.03810880149383384
tide_24h_max,0.036649377643651816
water_status_slope,0.03589166342321186
tide_12h_min,-0.03312344259306155
future_tide_tide_type,0.02944726044764499
tide_12h_cycle_count,0.029189148909445135
flow_min,-0.029113003406735293
day_of_year,0.02906896984475341
water_status_mean,0.028865243537710947
water_missing,-0.02815089875465703
date,-0.027735006451017348
water_status_missing,-0.027592736672162423
water_status_max,0.027542728478163275
rain_actual_绍兴平原_max,-0.0274053010148187
month,0.02530598279725618
water_status_range,0.023741806924529773
rain_forecast_绍兴平原_max,0.02287424285818995
flow_missing,-0.022844134765165138
tide_12h_tide_type,0.02248773221687611
tide_24h_mean,0.021827345776473626
rain_forecast_新昌_mean,-0.021799195032021164
rain_forecast_虞南山区_max,0.021138966800014668
tide_12h_range,0.020091295141976172
tide_12h_r_squared,-0.019431686725195903
rain_forecast_虞北平原_max,0.019280415323136964
tide_12h_mean,-0.018767995729414143
tide_24h_tide_type,-0.01850487474728461
rain_missing,-0.016865299383293873
tide_12h_max,0.015274479447177313
rain_forecast_嵊州_mean,-0.013381143904845596
rain_forecast_嵊州_max,0.012161894328196284
day_of_week,0.010998938875251664
rain_forecast_新昌_max,0.01019038709564293
tide_12h_rise_rate,0.009649049032228265
rain_forecast_新昌_sum,-0.007803506652956456
rain_forecast_虞南山区_mean,-0.007074816513113517
rain_forecast_虞北平原_sum,0.0065314486017229185
rain_forecast_虞南山区_sum,0.004484897399612351
rain_forecast_绍兴平原_mean,-0.003775957328678166
future_tide_fall_rate,0.002503654358749972
is_weekend,0.0024337707258180277
rain_forecast_嵊州_sum,0.0023685512625707056
rain_forecast_虞北平原_mean,0.0009377162402790405
rain_forecast_绍兴平原_sum,0.0006851718044346319
rain_forecast_total,-0.0001442004058208775
rain_forecast_avg,-0.00014420040582087688
future_water_missing,
large_gate_avg_duration,
tide_similar_to_large_gate,
rain_similar_to_large_gate,
