feature,importance
day_of_year,251
date,238
ops_week_total_duration,231
ops_week_avg_gates,223
prev_op_hour,178
prev_gate_count,124
day_of_week,118
hour_of_day,110
hour_cos,94
prev_duration,94
water_status_min,54
ops_week_count,54
flow_var,44
future_tide_r_squared,43
rain_actual_虞南山区_sum,41
month,39
flow_mean,39
tide_24h_rise_rate,35
water_status_max,33
tide_12h_r_squared,33
