feature,importance
prev_duration,0.2854649061803368
large_gate_priority,0.17596539686012866
is_large_gate_pattern,0.09600451850643381
date,0.028413939349157365
ops_week_total_duration,0.02595353584912045
water_status_min,0.02539021617418484
prev_op_hour,0.02496903005156437
day_of_year,0.02391989799337625
ops_week_avg_gates,0.022840870802275592
water_rain_ratio,0.01700155305733046
water_status_mean,0.0154236706358306
hour_cos,0.013910516834358719
day_of_week,0.011239561600390946
ops_week_count,0.010818287511968613
rain_actual_嵊州_mean,0.010662905642321667
hour_of_day,0.010658730103210454
water_status_max,0.01015025904139119
tide_24h_rise_rate,0.00832989372465492
prev_gate_count,0.008180738633903567
rain_actual_虞北平原_sum,0.008146365440945654
