feature,r2_score
hour_sin,0.266870087350523
hour_cos,0.1924136558659718
hour_of_day,0.08995939392411878
hour_similar_to_large_gate,0.051330800897093076
prev_op_hour,0.030774957009551573
prev_duration,0.0182029895108754
tide_12h_slope,0.017492110342842926
prev_gate_count,0.017425772744320223
rain_actual_绍兴平原_sum,0.01624346320395309
rain_actual_虞北平原_sum,0.014404240819305358
rain_actual_avg,0.014028153798740894
rain_actual_total,0.014028153798740783
is_rush_hour,0.013350153237573159
tide_24h_fall_rate,0.013223222419975311
rain_actual_虞南山区_sum,0.013162427841007851
rain_actual_绍兴平原_mean,0.01277892658136659
rain_actual_虞南山区_mean,0.011959845156581883
rain_actual_虞北平原_mean,0.011923548279788254
rain_actual_嵊州_sum,0.011581479368111935
future_tide_slope,0.011049409224289208
ops_week_count,0.010920032423627601
rain_actual_嵊州_mean,0.010371856024270265
tide_24h_rise_rate,0.01022221014067981
tide_24h_slope,0.010129555473481044
rain_actual_新昌_sum,0.009276097878869516
tide_12h_phase,0.008850351963476832
ops_week_total_duration,0.008598370381417753
future_tide_range,0.008314967157935449
rain_actual_新昌_mean,0.00829036971021746
future_tide_min,0.008148409800113443
water_rain_ratio,0.007673582332569762
tide_24h_r_squared,0.007044207112845813
tide_type,0.006974895740493925
tide_24h_phase,0.006478326611846219
large_gate_priority,0.0053915837644407105
is_large_gate_pattern,0.0053915837644407105
future_tide_rise_rate,0.004794751709058187
water_status_min,0.004755424802206587
flow_var,0.004736371105480863
future_tide_max,0.004440577235421461
future_tide_phase,0.004341645947398609
flow_rain_ratio,0.004241398226477733
rain_change_rate,0.004116205024412345
ops_week_avg_gates,0.004054569904913152
tide_24h_cycle_count,0.0039598949089563185
flow_range,0.003924150308661889
tide_12h_fall_rate,0.0038272090992682584
rain_actual_虞南山区_max,0.0033715070756085153
flow_max,0.0033546422245633867
rain_actual_新昌_max,0.002704043647482113
rain_actual_嵊州_max,0.002612165806574862
flow_mean,0.0023291153733907555
future_tide_cycle_count,0.002308943137302899
flow_skew,0.002104599760635817
tide_24h_min,0.001864886813982336
rain_actual_虞北平原_max,0.0016237420943956415
future_tide_mean,0.0015132307573230142
tide_24h_range,0.00150740058484633
future_tide_r_squared,0.001452280751296442
tide_24h_max,0.0013431768816669631
water_status_slope,0.0012882115032850638
tide_12h_min,0.0010971624492159826
future_tide_tide_type,0.000867141147871564
tide_12h_cycle_count,0.0008520064140578043
flow_min,0.0008475669673606578
day_of_year,0.0008450050078352422
water_status_mean,0.0008332022844914633
water_missing,0.0007924731006950791
date,0.0007692305828380652
water_status_missing,0.0007613591170594347
water_status_max,0.0007586018920219262
rain_actual_绍兴平原_max,0.0007510505237129372
month,0.0006403927653351182
water_status_range,0.0005636733960417972
rain_forecast_绍兴平原_max,0.0005232309863355544
flow_missing,0.0005218544931691049
tide_12h_tide_type,0.000505698100257912
tide_24h_mean,0.00047643302364575035
rain_forecast_新昌_mean,0.0004752049040442907
rain_forecast_虞南山区_max,0.00044685591737214647
tide_12h_range,0.0004036601404819873
tide_12h_r_squared,0.0003775904489862203
rain_forecast_虞北平原_max,0.0003717344150329094
tide_12h_mean,0.00035223766369940623
tide_24h_tide_type,0.00034243038941272896
rain_missing,0.000284438323288172
tide_12h_max,0.0002333097223823355
rain_forecast_嵊州_mean,0.00017905501220238929
rain_forecast_嵊州_max,0.0001479116736503583
day_of_week,0.0001209766563816661
rain_forecast_新昌_max,0.00010384398915908033
tide_12h_rise_rate,9.310414722651927e-05
rain_forecast_新昌_sum,6.0894716082726674e-05
rain_forecast_虞南山区_mean,5.0053028694208024e-05
rain_forecast_虞北平原_sum,4.265982083706543e-05
rain_forecast_虞南山区_sum,2.0114304685181494e-05
rain_forecast_绍兴平原_mean,1.4257853747978722e-05
future_tide_fall_rate,6.268285148158803e-06
is_weekend,5.923239945970771e-06
rain_forecast_嵊州_sum,5.61003508336988e-06
rain_forecast_虞北平原_mean,8.79311747414846e-07
rain_forecast_绍兴平原_sum,4.694604015531567e-07
rain_forecast_total,2.079375716057541e-08
rain_forecast_avg,2.079375716057541e-08
future_water_missing,0.0
large_gate_avg_duration,0.0
tide_similar_to_large_gate,0.0
rain_similar_to_large_gate,0.0
