feature,correlation
large_gate_priority,0.7052606964255411
is_large_gate_pattern,0.705260696425541
prev_gate_count,0.6741588942214751
prev_duration,0.6659597449850287
ops_week_total_duration,0.4862459092438153
ops_week_avg_gates,0.4824714641386623
rain_actual_total,0.4689789722151454
rain_actual_avg,0.4689789722151453
rain_actual_嵊州_sum,0.4596259462510445
ops_week_count,0.4589058116378489
rain_actual_虞南山区_sum,0.45078823508244015
rain_actual_虞北平原_sum,0.4452449201651664
rain_actual_嵊州_mean,0.4368388560116175
rain_actual_绍兴平原_sum,0.4310406314607322
rain_actual_新昌_sum,0.42952088043738545
rain_actual_虞南山区_mean,0.4243253696819611
rain_actual_虞北平原_mean,0.40506823496500866
rain_actual_新昌_mean,0.40421698931222244
flow_max,0.38985037217817337
rain_actual_绍兴平原_mean,0.38660164014020654
flow_mean,0.38649877547871314
tide_24h_fall_rate,-0.3543639495281959
flow_range,0.34450385077505935
flow_var,0.34160135670329655
water_status_min,-0.33229154524625454
flow_min,0.3169736928031663
tide_24h_cycle_count,-0.3135545708710895
hour_cos,0.30386207949305727
tide_24h_rise_rate,-0.29477856681553527
future_tide_r_squared,-0.2654923030852517
tide_12h_cycle_count,-0.25973836652402127
rain_actual_虞南山区_max,0.22385644761404902
tide_12h_rise_rate,-0.2228433815266857
tide_type,0.22281258582957103
rain_actual_新昌_max,0.20726581012200349
rain_actual_嵊州_max,0.1982245596731059
tide_12h_min,0.19737597222157996
rain_actual_虞北平原_max,0.1879788436956053
tide_24h_min,0.17558367424505533
future_tide_slope,-0.17551741661829165
tide_24h_r_squared,-0.16283873110179925
flow_skew,-0.16255728546964
future_tide_range,-0.1614221663583317
rain_actual_绍兴平原_max,0.1608566106596838
water_rain_ratio,-0.160345892821089
tide_12h_phase,-0.15978340242215772
prev_op_hour,-0.15838918625337653
future_tide_phase,-0.1500193844165143
tide_24h_phase,-0.14873587294659826
water_status_mean,-0.14607351816290237
future_tide_max,-0.14461146645954553
water_status_max,-0.14282094095323977
water_status_missing,0.14055456262235327
water_missing,0.13869141995862058
flow_missing,0.13817581900445555
future_tide_mean,-0.13380536261517592
future_tide_tide_type,-0.13232304785336255
water_status_range,-0.12528926532841878
date,0.1179354565568177
flow_rain_ratio,-0.11376860587502637
tide_12h_fall_rate,-0.100946935325414
rain_change_rate,0.09219076655676711
tide_12h_range,-0.09180867086837742
tide_24h_range,-0.08627066269467999
future_tide_min,0.07905328456036498
tide_12h_slope,-0.07856767626088725
tide_12h_tide_type,-0.0758111283647008
hour_of_day,0.07442036000863139
hour_sin,-0.06479611081182605
is_rush_hour,-0.06082841434941574
tide_12h_r_squared,-0.05989234510708176
rain_missing,-0.0594321719342859
tide_24h_max,-0.058192358621476384
tide_12h_max,-0.0556808445847486
rain_forecast_新昌_sum,0.05412569290891687
day_of_year,0.04809868017467808
is_weekend,0.04748338170647765
month,0.04219631539237536
future_tide_cycle_count,-0.03807995518276292
tide_12h_mean,0.028514856374812797
future_tide_rise_rate,-0.027267587042568386
day_of_week,0.025960072492273435
tide_24h_tide_type,-0.025461384688830375
future_tide_fall_rate,-0.022381103297629445
tide_24h_mean,0.020581107471526135
rain_forecast_虞北平原_mean,-0.018708531573225187
rain_forecast_新昌_mean,0.017937014003785653
rain_forecast_嵊州_max,-0.01716280802252669
rain_forecast_虞北平原_sum,-0.016138702553274615
rain_forecast_绍兴平原_sum,-0.014458762098066721
water_status_slope,0.013152219171523268
rain_forecast_绍兴平原_mean,-0.013101282625358682
rain_forecast_total,0.013008823177234726
rain_forecast_avg,0.013008823177234721
hour_similar_to_large_gate,0.012089919502109841
rain_forecast_嵊州_mean,-0.008361750837842479
tide_24h_slope,-0.007321238616990479
rain_forecast_嵊州_sum,0.00613221643290456
rain_forecast_虞北平原_max,-0.004554908583931182
rain_forecast_虞南山区_sum,0.0034866512951704253
rain_forecast_绍兴平原_max,-0.0034346354473446623
rain_forecast_新昌_max,-0.0026242366563972923
rain_forecast_虞南山区_mean,0.0009559852176455899
rain_forecast_虞南山区_max,0.0001782837415748255
future_water_missing,
large_gate_avg_duration,
tide_similar_to_large_gate,
rain_similar_to_large_gate,
