feature,r2_score
water_status_min,0.5817873737849539
water_status_range,0.5560611633061927
tide_24h_cycle_count,0.5467539392356578
date,0.5409433128551968
prev_duration,0.5162181335377147
rain_actual_嵊州_sum,0.46250451040846396
rain_actual_新昌_mean,0.4509639391419109
rain_actual_新昌_sum,0.4481272146216234
rain_actual_嵊州_mean,0.431797385891559
tide_24h_mean,0.40398320346995886
rain_actual_total,0.40175801544573486
rain_actual_avg,0.40175801544573486
rain_actual_虞南山区_sum,0.3975562756662492
rain_actual_虞南山区_mean,0.3853737412354593
large_gate_priority,0.38189165784662793
is_large_gate_pattern,0.38189165784662793
tide_24h_max,0.36016575938542994
prev_gate_count,0.35083965835104447
rain_actual_虞北平原_sum,0.32645652689699145
tide_24h_fall_rate,0.3226195395988847
rain_actual_虞北平原_mean,0.3009268714475415
future_tide_r_squared,0.2964245078708925
rain_forecast_嵊州_max,0.2938268066724945
flow_range,0.29226281184578184
tide_24h_range,0.29072320214871494
tide_12h_tide_type,0.26815095325150184
tide_12h_cycle_count,0.26815095325150184
tide_24h_rise_rate,0.2439476210769861
flow_max,0.24352609231973776
tide_12h_mean,0.2286852188498969
flow_var,0.22860898359545812
hour_similar_to_large_gate,0.2252343228577235
tide_12h_max,0.20988220658815782
rain_forecast_新昌_max,0.20493222080414342
flow_mean,0.2024029274655864
ops_week_avg_gates,0.18984663810388502
rain_actual_绍兴平原_sum,0.1897269908985979
water_status_mean,0.18817597292329213
rain_forecast_绍兴平原_mean,0.17002037241091938
tide_12h_rise_rate,0.16954977681803962
tide_12h_range,0.16223852102838232
water_status_max,0.15694873467875825
tide_24h_min,0.1508186027492543
day_of_year,0.14667333441784414
rain_forecast_绍兴平原_max,0.13674605746225932
rain_forecast_虞北平原_mean,0.13664508413099852
tide_24h_r_squared,0.1287864503265529
month,0.12597332249983106
water_status_slope,0.12552773877842238
rain_actual_绍兴平原_mean,0.12540532601276477
day_of_week,0.11634519289363943
rain_forecast_绍兴平原_sum,0.10132712858950865
hour_cos,0.09561431014450938
rain_actual_虞南山区_max,0.09482710744850775
tide_12h_phase,0.094355045342296
rain_forecast_虞南山区_max,0.09201911832580656
rain_forecast_嵊州_mean,0.09083429667499598
tide_24h_tide_type,0.07688792012375223
tide_type,0.07688792012375223
is_weekend,0.07605835752948364
rain_forecast_虞南山区_mean,0.07322106406659379
is_rush_hour,0.06895330953831913
rain_forecast_虞北平原_sum,0.06807993098378495
rain_forecast_虞北平原_max,0.06748828236232451
future_tide_tide_type,0.06482814059927156
future_tide_rise_rate,0.06410144801369666
rain_actual_新昌_max,0.050039374645701185
ops_week_total_duration,0.04989217813568669
future_tide_slope,0.040536338617100376
ops_week_count,0.04046555724079759
future_tide_cycle_count,0.03808653260207229
rain_forecast_虞南山区_sum,0.03784280812713303
future_tide_min,0.03635218597244105
water_rain_ratio,0.03625484219851105
rain_actual_嵊州_max,0.0335951364641347
flow_skew,0.03351563273040792
rain_forecast_avg,0.032051278211937095
rain_forecast_total,0.032051278211936984
rain_forecast_嵊州_sum,0.02950155228933371
rain_forecast_新昌_mean,0.02573161458789952
rain_forecast_新昌_sum,0.02147655219714828
tide_24h_phase,0.02136611685119416
flow_rain_ratio,0.02033914458624131
tide_12h_fall_rate,0.018136444096225057
rain_change_rate,0.018136444096225057
future_tide_range,0.017594032099266244
hour_of_day,0.013663044505234812
rain_actual_绍兴平原_max,0.011852662778383372
future_tide_mean,0.010483782480057768
flow_min,0.006364112997460314
hour_sin,0.006278852659185263
tide_12h_slope,0.0050628918112580745
prev_op_hour,0.004902362047168651
tide_12h_r_squared,0.004626042839627309
tide_24h_slope,0.0036957369354059244
rain_actual_虞北平原_max,0.0029529467978636204
future_tide_max,0.0022529061733806977
tide_12h_min,0.0006207624502897469
future_tide_fall_rate,0.00026116479498583534
future_tide_phase,2.0476630431587317e-05
flow_missing,0.0
large_gate_avg_duration,0.0
tide_similar_to_large_gate,0.0
rain_similar_to_large_gate,0.0
water_status_missing,0.0
water_missing,0.0
rain_missing,0.0
future_water_missing,0.0
