feature,r2_score
date,0.6188026773629811
prev_duration,0.5064257166211175
tide_24h_cycle_count,0.4224502112251056
rain_actual_新昌_mean,0.39246928942224346
water_status_min,0.3893179819634791
rain_actual_嵊州_sum,0.38199498964413325
rain_actual_新昌_sum,0.3744701282416836
rain_actual_嵊州_mean,0.37265508756652455
water_status_range,0.3721887374483104
rain_actual_avg,0.35785767163523496
rain_actual_total,0.35785767163523496
tide_24h_mean,0.3503460008703566
tide_24h_max,0.3355908504016373
rain_actual_虞南山区_sum,0.33487919061254656
rain_actual_虞南山区_mean,0.333685254540653
tide_12h_tide_type,0.33140787998965415
tide_12h_cycle_count,0.33140787998965415
large_gate_priority,0.30959565479782736
is_large_gate_pattern,0.30959565479782736
rain_actual_虞北平原_sum,0.2996812908313118
prev_gate_count,0.28983873180045483
tide_12h_mean,0.28507369374023894
rain_actual_虞北平原_mean,0.28284208215375417
tide_24h_range,0.2683523448323111
rain_actual_绍兴平原_sum,0.23949047845814397
tide_12h_rise_rate,0.23322684609415578
tide_24h_fall_rate,0.22957523067479313
ops_week_avg_gates,0.22370013694274493
flow_range,0.21829861142931062
flow_max,0.21244602485997488
future_tide_r_squared,0.20935922709178234
day_of_year,0.20552323133241024
flow_var,0.2007224556510715
flow_mean,0.1951899209837884
tide_12h_slope,0.1936894652739244
rain_forecast_嵊州_max,0.18332569227670759
future_tide_min,0.18246203730103328
hour_similar_to_large_gate,0.17202057648647873
rain_actual_绍兴平原_mean,0.17198663324520724
tide_12h_phase,0.16375787823892785
rain_forecast_新昌_max,0.1631496982202323
tide_12h_max,0.15257266074282294
tide_24h_min,0.1505815765973677
water_rain_ratio,0.12893797835166387
month,0.12888084221819873
tide_24h_r_squared,0.12871555864955986
rain_actual_虞南山区_max,0.12227252014983048
water_status_slope,0.12068549360726755
rain_actual_新昌_max,0.10596059527399981
water_status_max,0.10512371981881474
rain_forecast_绍兴平原_max,0.09115231742108132
rain_forecast_绍兴平原_mean,0.08835380006500371
flow_rain_ratio,0.08504646320958176
rain_change_rate,0.08072534988648461
tide_12h_range,0.07536413149304344
tide_24h_phase,0.07527140561323076
future_tide_range,0.07012062342015613
tide_24h_rise_rate,0.06284907835819231
rain_forecast_绍兴平原_sum,0.06185637622439155
day_of_week,0.05794531358804145
rain_actual_嵊州_max,0.057401520040251786
tide_type,0.05209832412608517
tide_24h_tide_type,0.05209832412608517
rain_forecast_虞北平原_mean,0.05133587020846442
ops_week_total_duration,0.0501374148976943
tide_12h_r_squared,0.044490255805951895
hour_cos,0.04336581996542921
rain_forecast_虞南山区_max,0.04227477269411939
is_rush_hour,0.0415265683823316
rain_actual_虞北平原_max,0.04076009908252198
rain_forecast_嵊州_mean,0.040424232033956065
ops_week_count,0.03861767803899763
future_tide_fall_rate,0.03520418426875882
future_tide_cycle_count,0.03476161738080874
water_status_mean,0.034174559371757174
flow_min,0.03201549039028162
is_weekend,0.03187191593595784
rain_forecast_虞北平原_sum,0.031279501398817855
tide_12h_min,0.028569322399827346
rain_forecast_新昌_mean,0.02775957978037602
rain_forecast_total,0.02532007114545609
rain_forecast_avg,0.02532007114545609
future_tide_mean,0.02420190612660411
future_tide_slope,0.023445959060821475
rain_forecast_嵊州_sum,0.019281275179692137
rain_forecast_虞北平原_max,0.01840949481480214
rain_forecast_虞南山区_mean,0.01565290806814823
hour_sin,0.013344671892971283
rain_forecast_虞南山区_sum,0.008413578584886783
future_tide_tide_type,0.008320599904980797
tide_24h_slope,0.008139223993214317
prev_op_hour,0.006028157342436891
future_tide_max,0.005430437604791116
future_tide_rise_rate,0.004856740523608183
tide_12h_fall_rate,0.004856740523608183
future_tide_phase,0.003974665965827406
rain_actual_绍兴平原_max,0.003043567773614031
hour_of_day,0.0010110082932631714
rain_forecast_新昌_sum,0.00029939103484544205
flow_skew,0.00020917356442529123
rain_similar_to_large_gate,0.0
tide_similar_to_large_gate,0.0
large_gate_avg_duration,0.0
water_status_missing,0.0
flow_missing,0.0
water_missing,0.0
rain_missing,0.0
future_water_missing,0.0
