target,best_regression_model,best_regression_rmse,regression_results,classification_results,sample_size
开闸时间(小时),XGBoost,1.2242221142663356,"{'Linear Regression': {'rmse': 1.723956428620274, 'r2': 0.8637379933263856}, 'Random Forest': {'rmse': 2.791569824190921, 'r2': 0.6427113665308204}, 'XGBoost': {'rmse': 1.2242221142663356, 'r2': 0.9312864082245103}, 'LightGBM': {'rmse': 5.171278659354422, 'r2': -0.2260779763334193}, 'SVM': {'rmse': 5.451881748746108, 'r2': -0.3627464667386564}, 'Lasso': {'rmse': 2.5161981578505683, 'r2': 0.7097234919707827}, 'Ridge': {'rmse': nan, 'r2': nan}, 'Gradient Boosting': {'rmse': 2.6849197988597693, 'r2': 0.6694898169292784}, 'MLP': {'rmse': 6.564547753087366, 'r2': -0.9757492859046331}}",,22
开闸时长,Random Forest,0.808579000469342,"{'Linear Regression': {'rmse': 1.226161783816598, 'r2': 0.3288068213873654}, 'Random Forest': {'rmse': 0.808579000469342, 'r2': 0.7081249999999999}, 'XGBoost': {'rmse': 1.5140790845119512, 'r2': -0.023408693819887638}, 'LightGBM': {'rmse': 1.5350574530235164, 'r2': -0.05196490360850259}, 'SVM': {'rmse': 1.3488586411513779, 'r2': 0.18775909204966879}, 'Lasso': {'rmse': 4.480855172154513, 'r2': -7.963421015099932}, 'Ridge': {'rmse': nan, 'r2': nan}, 'Gradient Boosting': {'rmse': 1.5761000791086504, 'r2': -0.10896940150280976}, 'MLP': {'rmse': 1.7068367213738063, 'r2': -0.30057660420985943}}",,22
开闸孔数,Gradient Boosting,1.3859151595703125,"{'Linear Regression': {'rmse': 1.5847798721740534, 'r2': 0.3320406267957423}, 'Random Forest': {'rmse': 1.647986650431368, 'r2': 0.2776968085106384}, 'XGBoost': {'rmse': 1.7417167955299138, 'r2': 0.19319750110877887}, 'LightGBM': {'rmse': 2.003975288025604, 'r2': -0.06806301995140984}, 'SVM': {'rmse': 1.7777280033690985, 'r2': 0.15949019841418055}, 'Lasso': {'rmse': 5.519654745809739, 'r2': -7.102816093867014}, 'Ridge': {'rmse': nan, 'r2': nan}, 'Gradient Boosting': {'rmse': 1.3859151595703125, 'r2': 0.48915935384925413}, 'MLP': {'rmse': 1.5329885336449849, 'r2': 0.374985679710904}}","{'Random Forest Classifier': {'accuracy': 0.2, 'f1': 0.2, 'precision': 0.2, 'recall': 0.2}, 'XGBoost Classifier': {'accuracy': 0.2, 'f1': 0.2, 'precision': 0.2, 'recall': 0.2}, 'LightGBM Classifier': {'accuracy': 0.2, 'f1': 0.06666666666666668, 'precision': 0.04, 'recall': 0.2}, 'SVM Classifier': {'accuracy': 0.2, 'f1': 0.2, 'precision': 0.2, 'recall': 0.2}, 'Logistic Regression': {'accuracy': 0.2, 'f1': 0.2, 'precision': 0.2, 'recall': 0.2}, 'Gradient Boosting Classifier': {'accuracy': 0.2, 'f1': 0.2, 'precision': 0.2, 'recall': 0.2}}",22
目标水位,Gradient Boosting,0.474112436705293,"{'Linear Regression': {'rmse': 0.5535326709087938, 'r2': 0.5968441871533908}, 'Random Forest': {'rmse': 0.5110724019158148, 'r2': 0.6563223684210524}, 'XGBoost': {'rmse': 0.7440822793347509, 'r2': 0.27150205471052846}, 'LightGBM': {'rmse': 0.9181936531990876, 'r2': -0.10931524312511387}, 'SVM': {'rmse': 0.7289386584126865, 'r2': 0.3008532003572537}, 'Lasso': {'rmse': 1.1363717956758665, 'r2': -0.699132707904728}, 'Ridge': {'rmse': nan, 'r2': nan}, 'Gradient Boosting': {'rmse': 0.474112436705293, 'r2': 0.7042334175807494}, 'MLP': {'rmse': 1.0800435758192528, 'r2': -0.5348606916689977}}",,22
联合时长-孔数,Random Forest,6.955295824046595,"{'Linear Regression': {'rmse': 7.761740480653614, 'r2': 0.6959799389936566}, 'Random Forest': {'rmse': 6.955295824046595, 'r2': 0.7558733346790472}, 'XGBoost': {'rmse': 13.256542038053617, 'r2': 0.11316155224726099}, 'LightGBM': {'rmse': 14.449219037575967, 'r2': -0.05359270688255835}, 'SVM': {'rmse': 15.355645229510316, 'r2': -0.18992652611315575}, 'Lasso': {'rmse': 29.88566621717809, 'r2': -3.507231758400181}, 'Ridge': {'rmse': nan, 'r2': nan}, 'Gradient Boosting': {'rmse': 7.359068507663073, 'r2': 0.7267062510068711}, 'MLP': {'rmse': 9.08548420011631, 'r2': 0.5834375093330485}}",,22
联合时长-孔数-log,Linear Regression,0.5686122625432487,"{'Linear Regression': {'rmse': 0.5686122625432487, 'r2': 0.5799539954862142}, 'Random Forest': {'rmse': 0.5990307870876946, 'r2': 0.5338102696210061}, 'XGBoost': {'rmse': 0.7003378842795129, 'r2': 0.3627942956005742}, 'LightGBM': {'rmse': 0.912763306917588, 'r2': -0.08238249916308682}, 'SVM': {'rmse': 0.7910670506342506, 'r2': 0.18699913650906963}, 'Lasso': {'rmse': 1.3209168596119691, 'r2': -1.2668113687624123}, 'Ridge': {'rmse': nan, 'r2': nan}, 'Gradient Boosting': {'rmse': 0.6794535854346367, 'r2': 0.40023101378695336}, 'MLP': {'rmse': 0.8860353844761397, 'r2': -0.019921032067164113}}",,22
