feature,r2_score
water_status_min,0.6841723817909477
date,0.6793689974923258
water_status_range,0.6276164748419638
prev_duration,0.5880503593193533
tide_24h_cycle_count,0.5229655505291788
tide_24h_mean,0.4816205062807224
tide_24h_max,0.46172381130603357
prev_gate_count,0.4456076560937656
rain_actual_嵊州_sum,0.4433139369086584
rain_actual_新昌_mean,0.43172238345793534
rain_actual_新昌_sum,0.42774209111478445
rain_actual_嵊州_mean,0.41502745880596903
rain_actual_avg,0.3910103537655266
rain_actual_total,0.3910103537655266
tide_24h_range,0.3809386637704134
rain_actual_虞南山区_sum,0.3696953846166142
tide_24h_fall_rate,0.36166176802535344
rain_actual_虞南山区_mean,0.35434513947462565
is_large_gate_pattern,0.3496051463372847
large_gate_priority,0.3496051463372847
tide_12h_mean,0.3480177723627581
flow_range,0.3201131780191341
rain_actual_虞北平原_sum,0.3201123101175066
rain_forecast_嵊州_max,0.30741545653895164
flow_max,0.3005719539944177
tide_12h_tide_type,0.29862385321100937
tide_12h_cycle_count,0.29862385321100937
rain_actual_虞北平原_mean,0.2947286213483441
tide_12h_max,0.29196889362039413
flow_mean,0.27732394671163496
future_tide_r_squared,0.27477158422504155
rain_forecast_新昌_max,0.2560452535959653
flow_var,0.23970296364570554
ops_week_avg_gates,0.22350036626057523
tide_24h_r_squared,0.21767469862661915
rain_actual_绍兴平原_sum,0.21471848880495337
tide_12h_range,0.20653602227868295
hour_similar_to_large_gate,0.2044089309789222
tide_12h_rise_rate,0.18199875689156286
day_of_year,0.17469619183689578
month,0.16331371323972688
rain_forecast_绍兴平原_mean,0.1628236056169554
tide_24h_min,0.16278979842697283
tide_24h_rise_rate,0.15817940337797776
water_status_max,0.15573085600001257
rain_actual_绍兴平原_mean,0.14638535357763827
tide_12h_phase,0.13894963731756038
rain_forecast_绍兴平原_max,0.13146814432559906
day_of_week,0.13070122096508618
water_status_mean,0.13046289964121438
rain_forecast_虞南山区_max,0.11405567463154409
rain_forecast_嵊州_mean,0.10815146505450479
rain_forecast_虞北平原_mean,0.09374070070787677
water_status_slope,0.08121036487627054
is_weekend,0.07514951052927854
rain_actual_虞南山区_max,0.07432245196786669
rain_forecast_虞南山区_mean,0.06734533780183516
hour_cos,0.06480176250438963
rain_forecast_绍兴平原_sum,0.06263925957050265
is_rush_hour,0.054185092800068
water_rain_ratio,0.05300001882122274
rain_change_rate,0.05277131864879736
flow_skew,0.05016811772311125
future_tide_tide_type,0.04735653462457945
rain_forecast_新昌_mean,0.04704179912908801
ops_week_total_duration,0.04636612570006482
rain_actual_新昌_max,0.04430187396929963
future_tide_range,0.043551468961131046
tide_24h_phase,0.041854708471469215
future_tide_min,0.04024282329394269
ops_week_count,0.03610417009747624
rain_forecast_嵊州_sum,0.03499195167818325
flow_min,0.034235842226927105
rain_forecast_虞北平原_max,0.03317897400233416
tide_24h_tide_type,0.032795319507364695
tide_type,0.032795319507364695
flow_rain_ratio,0.029439222095988038
rain_actual_嵊州_max,0.029374936351203473
rain_forecast_虞北平原_sum,0.02777686701398907
future_tide_rise_rate,0.027472202257641798
tide_12h_slope,0.025143483137579636
rain_forecast_avg,0.024759520911893262
rain_forecast_total,0.02475952091189304
future_tide_slope,0.024632630554012436
rain_forecast_虞南山区_sum,0.023464064356225833
tide_12h_fall_rate,0.020858054181522756
hour_of_day,0.015415421534389018
future_tide_max,0.014321108332803978
future_tide_fall_rate,0.01242501538447116
rain_actual_绍兴平原_max,0.011934318287484924
rain_forecast_新昌_sum,0.009964472995136031
tide_12h_r_squared,0.009744563064332135
prev_op_hour,0.002223519867369239
future_tide_mean,0.0018500870441722217
hour_sin,0.0016289210178008773
future_tide_cycle_count,0.001546808720529036
rain_actual_虞北平原_max,0.001043486736365118
tide_12h_min,0.0007576024223424627
tide_24h_slope,0.0005228631226606995
future_tide_phase,2.6518418239085406e-08
tide_similar_to_large_gate,0.0
large_gate_avg_duration,0.0
rain_similar_to_large_gate,0.0
water_status_missing,0.0
flow_missing,0.0
water_missing,0.0
rain_missing,0.0
future_water_missing,0.0
